4.071434587240219116e-02,-7.246909663081169128e-03,-1.925132572650909424e-01,-1.378548890352249146e-01,1.241443306207656860e-01,-1.855780631303787231e-01,-1.778777502477169037e-02,2.005412429571151733e-01,2.285792529582977295e-01,1.420343853533267975e-02,-2.166513502597808838e-01,-1.377160847187042236e-01,-1.721950322389602661e-01,-1.268276665359735489e-02,-2.070228196680545807e-02,-1.246598828583955765e-02,-8.683440275490283966e-03,-2.088096141815185547e-01,1.435909271240234375e-01,-1.743181422352790833e-02,1.996910721063613892e-01,-2.018350809812545776e-01,-1.543277874588966370e-02,6.681562960147857666e-02,1.549410670995712280e-01,5.367820337414741516e-02,1.466446220874786377e-01,-1.600021421909332275e-01,1.220892816781997681e-01,-9.035711735486984253e-02,1.525013893842697144e-01,1.423643380403518677e-01,-1.536404490470886230e-01,-6.157324649393558502e-03,2.024981081485748291e-01,-1.496727466583251953e-01,1.000457778573036194e-01,-1.797669976949691772e-01,9.644638001918792725e-02,5.984836816787719727e-02
-1.716170907020568848e-01,-1.895288228988647461e-01,5.104947835206985474e-02,-5.233455821871757507e-02,1.216976195573806763e-01,1.117939949035644531e-01,1.480300128459930420e-01,-6.803376972675323486e-02,1.931170374155044556e-01,-1.613436043262481689e-01,1.551068127155303955e-01,3.889155387878417969e-02,1.129508092999458313e-01,-1.074471026659011841e-01,1.964291781187057495e-01,-1.714259535074234009e-01,6.059845536947250366e-02,6.750711798667907715e-02,1.964209228754043579e-01,-8.495669811964035034e-02,4.462633654475212097e-02,1.813316345214843750e-01,2.134752459824085236e-02,7.526025921106338501e-02,-1.487849205732345581e-01,-4.761022701859474182e-02,-1.233751997351646423e-01,-1.289232224225997925e-01,1.230943202972412109e-01,1.941266804933547974e-01,-5.315544083714485168e-02,-3.173970431089401245e-02,1.347198188304901123e-01,2.820588946342468262e-01,-1.879546493291854858e-01,2.313955575227737427e-01,7.695055752992630005e-02,1.288632303476333618e-01,1.287457346916198730e-01,1.122977882623672485e-01
1.212814152240753174e-01,5.617184191942214966e-02,2.583760209381580353e-02,7.883144915103912354e-02,3.230325132608413696e-02,-1.642491966485977173e-01,4.666453599929809570e-02,1.659974306821823120e-01,1.061841174960136414e-01,-4.791448882315307856e-04,1.756077110767364502e-01,9.552690200507640839e-03,-7.252790033817291260e-02,2.045434564352035522e-01,9.990263730287551880e-02,6.190811097621917725e-02,-4.645292647182941437e-04,-1.612669825553894043e-01,1.157300323247909546e-01,7.977656275033950806e-02,2.515637278556823730e-01,-1.459033638238906860e-01,1.897038519382476807e-02,-1.049540713429450989e-01,-2.085884809494018555e-01,-1.720571964979171753e-01,1.088020801544189453e-01,1.634457334876060486e-02,-1.912917196750640869e-01,-4.483176767826080322e-02,2.009813040494918823e-01,-9.618446975946426392e-02,-1.405847817659378052e-01,-4.753683134913444519e-02,6.703069061040878296e-02,-1.068238243460655212e-01,-3.868766827508807182e-03,6.971720606088638306e-02,1.965453028678894043e-01,1.304509490728378296e-01
-2.331466823816299438e-01,5.334001779556274414e-02,-1.268731802701950073e-01,1.045977845788002014e-01,-9.213489294052124023e-02,-2.169136703014373779e-01,-2.863265015184879303e-02,-2.358285188674926758e-01,-1.667726635932922363e-01,1.982707679271697998e-01,1.917269974946975708e-01,1.165993139147758484e-01,1.194912418723106384e-01,8.158984780311584473e-02,1.299780458211898804e-01,-1.945513114333152771e-02,4.639038071036338806e-02,-1.384827680885791779e-02,-1.534881442785263062e-02,-1.471346467733383179e-01,-5.566865578293800354e-02,5.925023555755615234e-02,2.339178472757339478e-01,4.277309775352478027e-02,1.449925899505615234e-01,-1.340963691473007202e-01,-1.825161278247833252e-01,1.905925124883651733e-01,-1.311436146497726440e-01,-4.781650844961404800e-03,1.135995611548423767e-01,4.310459364205598831e-03,7.852454483509063721e-02,9.308389574289321899e-02,6.838124990463256836e-02,1.811628192663192749e-01,8.596168458461761475e-02,-1.818334609270095825e-01,1.727619171142578125e-01,-1.271232515573501587e-01
-3.801962733268737793e-02,-1.098190173506736755e-01,1.590392291545867920e-01,1.396248638629913330e-01,-1.484990715980529785e-01,-8.401019871234893799e-02,1.045860052108764648e-01,-1.583913862705230713e-01,2.007278501987457275e-01,-1.771721392869949341e-01,5.746567249298095703e-02,-1.132266148924827576e-01,-5.031891167163848877e-02,2.554714679718017578e-03,-8.449698984622955322e-02,-2.102939784526824951e-01,-1.968895792961120605e-01,-5.071449279785156250e-02,-1.913231164216995239e-01,8.272874355316162109e-02,1.539189815521240234e-01,5.078864097595214844e-02,2.302834391593933105e-02,1.458695530891418457e-01,-3.820472955703735352e-02,5.484393239021301270e-02,1.266375184059143066e-03,1.490747332572937012e-01,-2.359375357627868652e-03,-5.181123316287994385e-02,1.622447073459625244e-01,-1.324211061000823975e-02,1.921536028385162354e-02,7.633379101753234863e-02,-1.236796081066131592e-01,1.309699118137359619e-01,1.793308556079864502e-01,6.996098160743713379e-02,1.193788349628448486e-01,7.860785722732543945e-02
2.003920674324035645e-01,-6.048784777522087097e-02,4.880118370056152344e-02,1.643438786268234253e-01,1.458170711994171143e-01,-1.605283319950103760e-01,-1.993140876293182373e-01,1.887379735708236694e-01,-1.019986718893051147e-01,-9.497688710689544678e-02,2.987087517976760864e-02,3.454598039388656616e-02,-1.570378094911575317e-01,6.642153859138488770e-02,2.139456272125244141e-01,9.484797716140747070e-02,3.642018884420394897e-02,4.660591483116149902e-03,-3.758526220917701721e-02,-2.916696667671203613e-01,-5.199496075510978699e-02,-2.233377248048782349e-01,1.796442270278930664e-01,-1.888292282819747925e-01,-1.274884939193725586e-01,2.029726058244705200e-01,-2.098958045244216919e-01,1.843939423561096191e-01,1.445409059524536133e-01,-7.981830090284347534e-02,3.011146560311317444e-02,-3.666041046380996704e-02,2.066648304462432861e-01,-1.410734802484512329e-01,-1.046844646334648132e-01,-1.388191580772399902e-01,2.185664027929306030e-01,-1.994072347879409790e-01,-2.123421132564544678e-01,2.098822444677352905e-01
2.592588774859905243e-02,1.492207050323486328e-01,-9.455787390470504761e-02,1.246020123362541199e-01,-1.077096611261367798e-01,-6.791513413190841675e-02,-2.045475095510482788e-01,-1.931745857000350952e-01,1.169644147157669067e-01,9.482754021883010864e-02,5.593904852867126465e-02,1.799679994583129883e-01,-3.119228594005107880e-02,-1.004971414804458618e-01,1.264328211545944214e-01,1.910336762666702271e-01,5.055750608444213867e-01,-1.138866618275642395e-01,2.038805000483989716e-02,2.674920558929443359e-01,5.284220576286315918e-01,-2.197794169187545776e-01,2.983473539352416992e-01,4.004362225532531738e-02,-1.686811260879039764e-02,-1.511255204677581787e-01,3.837019205093383789e-03,-1.378363966941833496e-01,-1.789037734270095825e-01,1.309414803981781006e-01,9.087486565113067627e-02,-7.222963124513626099e-02,-1.283540725708007812e-01,4.883808791637420654e-01,1.032383814454078674e-01,2.556131184101104736e-01,3.489446938037872314e-01,-1.006592661142349243e-01,1.979347914457321167e-01,4.962353408336639404e-01
1.748831942677497864e-02,4.189180582761764526e-02,2.007445693016052246e-01,-8.800496906042098999e-02,3.019078262150287628e-02,-2.064860463142395020e-01,-1.666340678930282593e-01,-1.058322936296463013e-01,1.151052676141262054e-02,-1.067931577563285828e-01,1.216200143098831177e-01,6.998464465141296387e-02,1.940473765134811401e-01,1.659281551837921143e-01,1.918112784624099731e-01,3.759047016501426697e-02,1.602358520030975342e-01,-2.654571458697319031e-02,2.188794165849685669e-01,1.123471930623054504e-01,-5.869054049253463745e-02,-1.271658837795257568e-01,-1.629557013511657715e-01,8.559016138315200806e-02,-1.075675711035728455e-01,1.984154284000396729e-01,-5.906209349632263184e-02,-6.632234901189804077e-02,-1.612774431705474854e-01,2.401590943336486816e-01,-8.248176425695419312e-02,-8.400783687829971313e-02,9.584613889455795288e-02,3.655083477497100830e-02,-1.262428164482116699e-01,8.123593032360076904e-02,1.198598518967628479e-01,-2.274974621832370758e-02,-1.108920276165008545e-01,4.067194461822509766e-02
-4.581751301884651184e-02,1.268924474716186523e-01,-3.284606337547302246e-02,1.109518930315971375e-01,1.288769990205764771e-01,-1.758341193199157715e-01,-1.263399794697761536e-02,1.788494586944580078e-01,2.769009768962860107e-01,1.127137988805770874e-01,4.578822478652000427e-02,3.912070989608764648e-01,1.744670420885086060e-01,1.229066848754882812e-01,1.171698328107595444e-02,9.351127743721008301e-01,7.230104207992553711e-01,-1.116661727428436279e-01,1.173051372170448303e-01,-3.682023882865905762e-01,4.990285038948059082e-01,-1.693166196346282959e-01,-5.727409943938255310e-02,2.053227275609970093e-01,3.552989363670349121e-01,3.485600352287292480e-01,-3.916913270950317383e-02,8.720535039901733398e-02,8.535429835319519043e-02,2.511166930198669434e-01,-1.916548460721969604e-01,1.617340371012687683e-02,-9.776140749454498291e-02,-7.088836431503295898e-01,1.609341949224472046e-01,1.169119551777839661e-01,6.312137842178344727e-01,7.263910770416259766e-02,5.525484308600425720e-02,6.975618004798889160e-01
8.477174676954746246e-03,-1.955554634332656860e-01,6.879273056983947754e-02,9.918112307786941528e-02,-1.958258301019668579e-01,-1.493629515171051025e-01,1.777091920375823975e-01,-2.124233990907669067e-01,-3.558557108044624329e-02,-1.666130870580673218e-01,2.158912643790245056e-02,5.215762928128242493e-02,-1.645110249519348145e-01,-1.087176054716110229e-01,9.901418536901473999e-02,-2.517840638756752014e-02,8.729709684848785400e-02,-5.314180254936218262e-02,-3.883266821503639221e-02,-4.076195135712623596e-02,2.829480767250061035e-01,2.141877412796020508e-01,1.789483358152210712e-03,8.071939647197723389e-02,-2.708971798419952393e-01,-1.248241811990737915e-01,-1.658046245574951172e-01,5.943384766578674316e-02,-1.806931495666503906e-01,2.853426150977611542e-02,-9.655124694108963013e-02,-2.225801646709442139e-01,1.049675047397613525e-01,-3.966847434639930725e-02,-9.366364777088165283e-02,-1.201282888650894165e-01,1.976921707391738892e-01,6.964514032006263733e-03,-1.546014379709959030e-02,1.044496223330497742e-01
